Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Date added / updated,Logo Image,Target locations hide,Regions,Regions 2,Sector,Units (min),Units (max),Contact,Phone,Website,email,Recent planning application,Application 1 - Link to planning application,Application 1 - LPA of the application,Application 1 - no. of dwellings,Applicattion 1 - Date,Contact linkedin,Link to recent planning applications
Landhold Capital,landhold-capital,63c82b7a254c065170a9ee94,66604df66612ac68f4b40d32,Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df66612ac68f4b40d21_65e9a31cb96837861106b7f1_65817a20062834ab35d2b770_64946857fd417350336540bf_Landhold%25252520Capital%25252520logo.jpeg,,"South East, South West, Midlands",south-east; south-west; midlands,Residential,50,250,,,http://www.landholdcapital.com/our-projects,,false,,,,,,
Landmark Estates,landmark-estates,63c82b7a254c065170a9ee94,66604df653ed6c06b8cb1a3e,Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df653ed6c06b8cb1a38_65e9a31cb96837861106b807_65817a20699282b25e736731_64946857fd417350336540e3_Landmark%25252520Estates%25252520logo.jpeg,,South East,south-east,Residential,5,100,Iain Coates (Director),1425477259,http://www.landmarkestates.co.uk/sites-wanted/,iain@landmarkestates.co.uk,false,,,,,,https://www.planninglist.co.uk/sectors/residential?*=Landmark+Estates
Lane End Developments,lane-end-developments,63c82b7a254c065170a9ee94,66604df6af410728297727e4,Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df6af410728297727ca_65e9a31cf83ec123cd3fad4a_65817a20f4346e0a8b66e778_64946857fd417350336540e4_Lane%25252520End%25252520Developments%25252520Logo.jpeg,"Flintshire, Conwy","North East, Wales",north-east; wales,Residential,25,150,Richard Harrison (Managing Director),,https://irp-cdn.multiscreensite.com/eae55c5c/files/uploaded/Stakeholders%20Brochure_June_2019_Lane_End_Building_on_Success_digital-download.pdf,richardh@laneend.org,false,,,,,,https://www.planninglist.co.uk/sectors/residential?*=Lane+End+Developments
Langham Homes,langham-homes,63c82b7a254c065170a9ee94,66604df62f9f1e59735d0c20,Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:26 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df62f9f1e59735d0c19_65e9a31dd0901fbe1a9a327e_65817a2123e0ec649f4d5a6a_64946857fd417350336540c1_Langham%25252520Homes%25252520logo.jpeg,Guildford,"South East, London",south-east; london,Residential,10,50,Tony Pidgley (Managing Director),,https://langham-homes.com/land/,land@langham-homes.com,false,,,,,https://www.linkedin.com/in/tony-pidgley-45bb7b3a/,
Lanley Homes,lanley-homes,63c82b7a254c065170a9ee94,66604df7add8bc3faa0aaec6,Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df7add8bc3faa0aadee_65e9a31d0e564331303b7142_65817a21a1edb8c6b9680e59_64946857fd417350336540b1_Lanley%25252520Homes%25252520logo.jpeg,,North West,north-west,Residential,5,40,Neil McManus (Development Manager),,https://www.lanleyhomes.co.uk/sites-wanted,neilm@lanleyhomes.co.uk,false,,,,,https://www.linkedin.com/in/neil-mcmanus-a6977064/,
Laragh,laragh,63c82b7a254c065170a9ee94,66604df7a70bdf5933457369,Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df7a70bdf5933457363_65e9a31dfa0e53216c24b693_65817a214fb9c0ec8773e9b6_64946857fd417350336540e0_Laragh%25252520Logo.jpeg,,South East,south-east,Residential,10,50,,,https://laragh.co.uk/meet-the-team/,info@laragh.co.uk,false,,,,,,https://www.planninglist.co.uk/sectors/residential?*=Laragh
Leading Homes,leading-homes,63c82b7a254c065170a9ee94,66604df9c03fd9e04cef0d00,Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df8c03fd9e04cef0c54_65e9a31d7e6699583af454c9_65817a2121862a981fb5fb20_64946857fd417350336540ea_Leading%25252520Homes%25252520logo.png,,"South East, South West",south-west; south-east,Residential,5,15,Ian Walmsley (Managing Director),,https://leadinghomes.co.uk/working-with-us/land-wanted/,acquisitions@leadinghomes.co.uk,false,,,,,https://www.linkedin.com/in/iancwalmsley/,
Lendlease,lendlease,63c82b7a254c065170a9ee94,66604df7cc829909c1d50596,Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df7cc829909c1d5058d_65e9a31dfcafb7d66e607ace_65817a21441714e1db3ffd27_64946857fd417350336540b9_lendlease%25252520logo.jpeg,,"London, Midlands, North East, North West, Scotland, South East, South West, Wales",london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Residential,50,500,Ellen Chambers (Development Manager),,https://www.lendlease.com/uk/residential/,Ellen.Chambers@lendlease.com,false,,,,,https://www.linkedin.com/in/ellen-chambers-92714b39/,
Liberty,liberty,63c82b7a254c065170a9ee94,66604df8483582195eae1daa,Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df7483582195eae1d40_65e9a31d5d22cedb70e11014_65817a21ae55375385f016e3_64946857fd417350336540b5_LibertyLogo.png,,"Midlands, North West, North East",midlands; north-east; north-west,Care,5,100,Emyr Williams (Liberty),,https://www.libertycaredevelopments.com/target-towns,emyr@libertyprops.com,false,,,,,https://www.linkedin.com/in/emyr-williams-199b6044/,https://www.planninglist.co.uk/sectors/residential?*=Liberty
Liberty Care Developements,liberty-care-developements,63c82b7a254c065170a9ee94,66604df76612ac68f4b40e00,Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:27 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Nov 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df76612ac68f4b40df5_64946857fd41735033653bb3_632b80c47a975832c5db46b4_2022-09-21_222258.png,,UK,east-anglia; london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Care,,,Andrew Baddeley (Managing Director),,https://www.libertycaredevelopments.com/target-towns,Andy@libertyprops.com,false,,,,,https://www.linkedin.com/in/andrew-baddeley-05024339/,
Lifestory Group,lifestory-group,63c82b7a254c065170a9ee94,66604df84f2ea52d97fd5f74,Wed Jun 05 2024 11:37:28 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:28 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df74f2ea52d97fd5f4a_65e9a31e8eee56829e785be6_65817a22f68a5aae239c3c6f_64946857fd417350336540e9_Lifestory%25252520logo.jpeg,,"South East, South West",south-east; south-west,Residential,5,25,,,https://lifestory.group/renaissance/company/land/,hhepple@lifestory.group,false,,,,,,https://www.planninglist.co.uk/sectors/residential?*=Lifestory+Group
Lilyford Homes,lilyford-homes,63c82b7a254c065170a9ee94,66604df9b64ffb40b244c6d6,Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df9b64ffb40b244c67b_65e9a31e304b17df4400b4a2_65817a222b404f4f37dda0bc_64946857fd417350336540e8_Lilyford%25252520Homes%25252520logo.png,,"South West, South East",south-east; south-west,Residential,10,50,,,https://lilyford.co.uk/land-acquisition/,land@lilyford.co.uk,false,,,,,,
Lindum Group,lindum-group,63c82b7a254c065170a9ee94,66604df8714ac559ebe3bd6a,Wed Jun 05 2024 11:37:28 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:28 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df8714ac559ebe3bd50_65e9a31ec9fe7ec06b8d1fa7_65817a22f9077cee5c5d8ff7_64946857fd417350336540b2_Lindum%25252520Group%25252520logo.jpeg,,Midlands,midlands,Residential,10,150,Freddie Chambers (MD),,https://lindumgroup.com/our-services/development-joint-venture/,marketing@lindumgroup.co.uk,false,,,,,https://www.linkedin.com/in/freddie-chambers-572a417/,https://www.planninglist.co.uk/sectors/residential?*=Lindum+Group
Lioncourt Homes,lioncourt-homes,63c82b7a254c065170a9ee94,66604df82f7acd4bfac82077,Wed Jun 05 2024 11:37:28 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:28 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df82f7acd4bfac8206f_65e9a31f8c1767c3ea7b1cd4_65817a23d6fa664b7ddfab7a_64946857fd417350336540b4_Lioncourt%25252520Homes.jpeg,WestOxfordshire,"London, Midlands, North East, North West, Scotland, South East, South West, Wales",london; midlands; north-east; north-west; scotland; south-east; south-west; wales,Residential,30,100,Rachel Cartwright (Land Director),01905 755167,https://www.lioncourthomes.com/land/,rachelcartwright@lioncourthomes.com,false,,,,,https://www.linkedin.com/in/rachel-cartwright-41178328/,https://www.planninglist.co.uk/sectors/residential?*=Lioncourt+Homes
Livewest,livewest,63c82b7a254c065170a9ee94,66604df95a35fe8c02da4445,Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Fri May 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df85a35fe8c02da4415_65e9a31e54be6a4766ecbdd1_65817a22f9077cee5c5d9016_64946857fd417350336540e5_Livewest%25252520logo.jpeg,,South West,south-west,Residential,10,100,Simon Hawketts (Strategic Land Director),,https://www.livewest.co.uk/find-a-home/livewest-land-team,Simon.Hawketts@livewest.co.uk,true,https://publicaccess.mendip.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=RUJUUEKPMWY00,Mendip,74,Mon May 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time),https://www.linkedin.com/in/simon-hawketts-63396811/,https://www.planninglist.co.uk/sectors/residential?*=Livewest
Living by Robertson,living-by-robertson,63c82b7a254c065170a9ee94,66604df9c8f1e85c11899ce1,Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df9c8f1e85c11899cd8_65e9a31f2dbd91496622db89_65817a229cc4953e3fe3f560_64946857fd417350336540e7_Living%25252520by%25252520Robertson%25252520logo.png,,Scotland,scotland,Residential,10,50,Chris Collins (Land Manager),,https://livingbyrobertson.co.uk/land/,chris.collins@robertson.co.uk,false,,,,,https://www.linkedin.com/in/chris-collins-mrtpi-mrics-6a623834/,
Llanmoor Homes,llanmoor-homes,63c82b7a254c065170a9ee94,66604df92f7acd4bfac82159,Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df92f7acd4bfac82113_65e9a31fae94eec7ccc4a284_65817a23151ed7f8828e1cb2_64946857fd417350336540b8_Llanmoor%25252520Homes.png,,Wales,wales,Residential,20,50,Simon Grey (Managing Director),,https://www.llanmoor-homes.com/land-buying/,simon@llanmoor-homes.co.uk,false,,,,,https://www.linkedin.com/in/simon-grey-73971322/,
Lockley Homes,lockley-homes,63c82b7a254c065170a9ee94,66604dfa1e5541b72e81df4b,Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df91e5541b72e81df1f_65e9a31fc86f0798cf058e99_65817a235c9948d1886c1634_64946857fd417350336540dd_LockleyHomes%25252520logo.jpeg,,"Midlands, South West",midlands; south-west,Residential,5,100,Ian O'Gorman (Land Director),7974780560,https://www.lockleyhomes.co.uk/land,ian@lockleyhomes.com,false,,,,,,
London Ebor Developments,london-ebor-developments,63c82b7a254c065170a9ee94,66604df96e267f208864412e,Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Mon Dec 02 2024 15:13:26 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 10:51:09 GMT+0000 (Coordinated Universal Time),Mon Dec 02 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/62fa4715b9938694d2e61778/66604df96e267f2088644121_65e9a31fae94eec7ccc4a2e7_65817a2379f8f1f21ba02811_64946857fd417350336540b6_le%25252520d.jpeg,,"London, North East",london; north-east,Residential,5,50,Duncan Brown (Acquisitions Director),,https://www.londonebor.com/wanted-required/,duncanbrown@londonebor.com,false,,,,,,
London Square,london-square,63c82b7a254c065170a9ee94,66604df9a477efcafeebe10d,Wed Jun 05 2024 11:37:29 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 10:44:10 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 10:51:09 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/62fa4715b9938694d2e61778/66604df9a477efcafeebe0fd_65e9a31f331ecdd1f55c04c2_65817a2421e0eb407efb24c5_64946857fd417350336540d9_London%25252520Square.jpeg,,London,london,Residential,50,250,Ricardo Rossetti (Development Director),,https://londonsquare.co.uk/,Ricardo.Rossetti@londonsquare.co.uk,false,,,,,https://www.linkedin.com/in/ricardo-rossetti-1a45a1137/,
Longhurst Group,longhurst-group,63c82b7a254c065170a9ee94,66604dfa53ed6c06b8cb1bb9,Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604df953ed6c06b8cb1b9e_65e9a3206843cdb4c0d9212a_65817a249ed1033a033ed7e0_64946857fd417350336540da_Longhurst%25252520Group%25252520logo.jpeg,"KingsLynn, Breckland",Midlands,midlands,Residential,50,150,David Stutting (Land Director),0300 123 1745,https://www.longhurst-group.org.uk/about-us/longhurst-group-land-requirements/,david.stutting@longhurst-group.org.uk,false,,,,,,
Lovell (Midlands Region),lovell-midlands-region,63c82b7a254c065170a9ee94,66604dfa483582195eae1f76,Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604dfa483582195eae1f21_65e9a32077a2ff7889d061bc_65817a24c1d57744f80e54de_64946857fd417350336540b3_Lovell%25252520logo.png,,"Midlands, Wales",midlands; wales,Residential,100,1000,Mick Wright (Land Manager),,https://corporate.lovell.co.uk/what-we-do/our-land/,mick.wright@lovell.co.uk,false,,,,,,
Lovell (North Region),lovell-north-region,63c82b7a254c065170a9ee94,66604dfaadd8bc3faa0ab8b3,Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604dfaadd8bc3faa0ab8a0_65e9a32077a2ff7889d061bc_65817a24c1d57744f80e54de_64946857fd417350336540b3_Lovell%25252520logo.png,,"North East, North West, Scotland",north-east; north-west; scotland,Residential,100,1000,Russell Drummond (Land Director),,https://corporate.lovell.co.uk/what-we-do/our-land/,russell.drummond@lovell.co.uk,false,,,,,,
Lovell (South Region),lovell-south-region,63c82b7a254c065170a9ee94,66604dfa519246de1e873c3e,Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604dfa483582195eae1f21_65e9a32077a2ff7889d061bc_65817a24c1d57744f80e54de_64946857fd417350336540b3_Lovell%25252520logo.png,,"South West, South East, London",south-west; south-east; london,Residential,100,1000,Richard Williams (Land Manager),,https://corporate.lovell.co.uk/what-we-do/our-land/,richard.williams2@lovell.co.uk,false,,,,,,
LW Developments,lw-developments,63c82b7a254c065170a9ee94,66604dfa69a6b1a4a2b7185c,Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Tue Jan 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604dfa69a6b1a4a2b71851_65e9a32072ccaeb71ee22d92_65817a256dd9ffc5d4c243d7_64b11f164c4945237afe1243_Screenshot%252525202023-07-14%25252520at%2525252011.10.27.png,,South East,south-east,,10,50,Dean Williamson (Director),,https://lwdevelopments.com/land-acquisition/,dean@lwdevelopments.com,true,https://eppingforestdcpr.force.com/pr/s/detail/a0h8d000001VpjmAAC?c__r=Arcus_BE_Public_Register,EppingForest,22,Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time),https://www.linkedin.com/in/dean-williamson-61b39518/,https://www.planninglist.co.uk/sectors/residential?*=LW+Developments
M Scott Properties,m-scott-properties,63c82b7a254c065170a9ee94,66604dfb6cf9ea143f398837,Wed Jun 05 2024 11:37:31 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:37:31 GMT+0000 (Coordinated Universal Time),Wed Jun 05 2024 11:48:03 GMT+0000 (Coordinated Universal Time),Fri Feb 23 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/62fa4715b9938694d2e61778/66604dfa6cf9ea143f3987c6_65e9a3209703758d4ee4d31a_65d8b7ab7a1a27562f6582eb_Screenshot%2525202024-02-23%252520at%25252015.20.07.png,,South East,south-east,Residential; Commercial: Care,50,1000,Richard Martin (Director),,,richard@mscott.co.uk,true,https://publicaccess.eastherts.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=S7EYKAGLMKC00,EastHertfordshire,95,Sun Jan 21 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://www.linkedin.com/in/richard-martin-79b79542/,https://www.planninglist.co.uk/sectors/residential?*=M+Scott
Macar,macar,63c82b7a254c065170a9ee94,66604dfac03fd9e04cef1286,Wed Jun 05 2024 11:37:30 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 14:00:57 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 16:07:56 GMT+0000 (Coordinated Universal Time),Tue Dec 03 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/62fa4715b9938694d2e61778/66604dfac03fd9e04cef11e4_65e9a3201699e0c717416569_65817a2683f7e167a8941fa6_64946857fd417350336540b7_Macar.jpeg,,"London, South East",south-east; london,Residential,5,15,Simon Marlow (Land Manager),,https://www.macardevelopments.com/land/,simon@macardevelopments.com,true,https://planningregister.sutton.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=S8R5PLKCJ1M00,Sutton,70,Thu Feb 15 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://www.linkedin.com/in/simon-marlow-79b67b232/,
